poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct,num_trump
88734,396,Quinnipiac,NA,NA,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,Georgia,10/10/24,2024-10-14,NA,NA,NA,NA,NA,NA,212958,1328,lv,NA,lv,NA,10/16/24 14:01,NA,https://poll.qu.edu/poll-release?releaseid=3914,https://poll.qu.edu/poll-release?releaseid=3914,NA,https://poll.qu.edu/images/polling/ga/ga10162024_crosstabs_swth19.pdf,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,52,691
88734,396,Quinnipiac,NA,NA,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,Georgia,10/10/24,2024-10-14,NA,NA,NA,NA,NA,NA,212960,1328,lv,NA,lv,NA,10/16/24 14:02,NA,https://poll.qu.edu/poll-release?releaseid=3914,https://poll.qu.edu/poll-release?releaseid=3914,NA,https://poll.qu.edu/images/polling/ga/ga10162024_crosstabs_swth19.pdf,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,52,691
88735,396,Quinnipiac,NA,NA,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,North Carolina,10/10/24,2024-10-14,NA,NA,NA,NA,NA,NA,212959,1031,lv,NA,lv,NA,10/16/24 14:01,NA,https://poll.qu.edu/poll-release?releaseid=3914,https://poll.qu.edu/poll-release?releaseid=3914,NA,https://poll.qu.edu/images/polling/nc/nc10162024_crosstabs_swth19.pdf,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47,485
88735,396,Quinnipiac,NA,NA,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,North Carolina,10/10/24,2024-10-14,NA,NA,NA,NA,NA,NA,212961,1031,lv,NA,lv,NA,10/16/24 14:02,NA,https://poll.qu.edu/poll-release?releaseid=3914,https://poll.qu.edu/poll-release?releaseid=3914,NA,https://poll.qu.edu/images/polling/nc/nc10162024_crosstabs_swth19.pdf,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47,485
88722,460,SurveyUSA,84018121813,KING TV (Seattle) | The Seattle Times | University of Washington Center for an Informed Public,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8,Washington,10/9/24,2024-10-14,NA,NA,NA,NA,NA,NA,212896,703,lv,NA,lv,NA,10/16/24 10:18,NA,https://www.surveyusa.com/client/PollReport.aspx?g=8eae9696-f15c-4597-86c9-c369611b0521,NA,NA,https://www.surveyusa.com/client/PollReport.aspx?g=8eae9696-f15c-4597-86c9-c369611b0521,NA,NA,NA,8902,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,35,246
88703,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/11/24,2024-10-13,NA,NA,NA,NA,NA,NA,212604,807,rv,NA,rv,NA,10/15/24 14:41,NA,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2010%2016%202024%20PDF.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,42,339
88703,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/11/24,2024-10-13,NA,NA,NA,NA,NA,NA,212605,769,lv,NA,lv,NA,10/15/24 14:41,NA,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2010%2016%202024%20PDF.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,44,338
88703,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/11/24,2024-10-13,NA,NA,NA,NA,NA,NA,213034,938,a,NA,a,NA,10/16/24 19:43,NA,https://www.ipsos.com/en-us/reuters-ipsos-core-political-survey-presidential-approval-tracker-october-2024,https://www.ipsos.com/en-us/reuters-ipsos-core-political-survey-presidential-approval-tracker-october-2024,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2010%2016%202024%20PDF.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,37,347
88670,568,YouGov,133,CBS News,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/8/24,2024-10-11,NA,NA,NA,NA,NA,NA,212487,2712,lv,NA,lv,NA,10/13/24 14:23,NA,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,NA,https://www.scribd.com/document/779428302/cbsnews-20241013-SUN#fullscreen&from_embed,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48,1302
88711,1205,Marist,NA,NA,Marist College,183,Marist College,2.9,-0.9,Online Panel/Text-to-Web,9,National,10/8/24,2024-10-10,NA,NA,NA,NA,NA,NA,212859,1401,lv,NA,lv,NA,10/16/24 09:34,NA,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-october-16-2024/,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-october-16-2024/,NA,https://maristpoll.marist.edu/wp-content/uploads/2024/10/Marist-Poll_USA-NOS-and-Tables_202410150832.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47,658
88711,1205,Marist,NA,NA,Marist College,183,Marist College,2.9,-0.9,Online Panel/Text-to-Web,9,National,10/8/24,2024-10-10,NA,NA,NA,NA,NA,NA,212860,1708,rv,NA,rv,NA,10/16/24 09:34,NA,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-october-16-2024/,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-october-16-2024/,NA,https://maristpoll.marist.edu/wp-content/uploads/2024/10/Marist-Poll_USA-NOS-and-Tables_202410150832.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48,820
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,2024-10-10,NA,NA,NA,NA,NA,NA,212457,857,rv,NA,rv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47,403
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,2024-10-10,NA,NA,NA,NA,NA,NA,212458,857,rv,NA,rv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,45,386
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,2024-10-10,NA,NA,NA,NA,NA,NA,212459,857,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47,403
88664,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Pennsylvania,10/7/24,2024-10-10,NA,NA,NA,NA,NA,NA,212460,857,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-inquirer-poll-pennsylvania-crosstabs.html,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,45,386
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,2024-10-10,NA,NA,NA,NA,NA,NA,212461,808,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,51,412
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,2024-10-10,NA,NA,NA,NA,NA,NA,212462,808,lv,NA,lv,NA,10/12/24 10:39,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,404
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,2024-10-10,NA,NA,NA,NA,NA,NA,212463,808,rv,NA,rv,NA,10/12/24 10:42,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,51,412
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,2024-10-10,NA,NA,NA,NA,NA,NA,212464,808,rv,NA,rv,NA,10/12/24 10:42,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49,396
88738,1847,University of Massachusetts Lowell/YouGov,NA,NA,University of Massachusetts Lowell Center for Public Opinion/YouGov,355,University of Massachusetts Lowell Center for Public Opinion,2.9,-1,Online Panel,9,New Hampshire,10/2/24,2024-10-10,NA,NA,NA,NA,NA,NA,213057,600,lv,NA,lv,NA,10/17/24 08:55,NA,https://www.politico.com/newsletters/playbook/2024/10/17/kamala-harris-goes-baier-hunting-00184120,https://www.politico.com/newsletters/playbook/2024/10/17/kamala-harris-goes-baier-hunting-00184120,NA,https://www.politico.com/f/?id=00000192-9895-d5a2-ad93-9d9dd0b70000,NA,FALSE,NA,8848,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,41,246
88768,568,YouGov,406,University of Texas,YouGov,391,YouGov,3,-1.1,Online Panel,9,Texas,10/2/24,2024-10-10,NA,NA,NA,NA,NA,NA,213248,1091,lv,NA,lv,NA,10/18/24 09:14,NA,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_topline.pdf,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_crosstabs.pdf,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,51,556
88712,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,National,10/1/24,2024-10-10,NA,NA,NA,NA,NA,NA,212866,780,rv,NA,rv,NA,10/16/24 09:34,NA,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,390
88712,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,National,10/1/24,2024-10-10,NA,NA,NA,NA,NA,NA,212867,780,rv,NA,rv,NA,10/16/24 09:34,NA,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,REP,Trump,16651,Donald Trump,39,304
88712,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,National,10/1/24,2024-10-10,NA,NA,NA,NA,NA,NA,212868,652,lv,NA,lv,NA,10/16/24 09:34,NA,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,326
88712,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,National,10/1/24,2024-10-10,NA,NA,NA,NA,NA,NA,212869,652,lv,NA,lv,NA,10/16/24 09:34,NA,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,REP,Trump,16651,Donald Trump,41,267
88737,1847,University of Massachusetts Lowell/YouGov,NA,NA,University of Massachusetts Lowell Center for Public Opinion/YouGov,355,University of Massachusetts Lowell Center for Public Opinion,2.9,-1,Online Panel,9,Pennsylvania,10/2/24,2024-10-09,NA,NA,NA,NA,NA,NA,213056,800,lv,NA,lv,NA,10/17/24 08:55,NA,https://www.politico.com/newsletters/playbook/2024/10/17/kamala-harris-goes-baier-hunting-00184120,https://www.politico.com/newsletters/playbook/2024/10/17/kamala-harris-goes-baier-hunting-00184120,NA,https://www.politico.com/f/?id=00000192-9895-d344-adb2-dcf725970000,NA,FALSE,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,45,360
88606,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Arizona,10/5/24,2024-10-08,NA,NA,NA,NA,NA,NA,212185,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50.5,505
88607,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Georgia,10/5/24,2024-10-08,NA,NA,NA,NA,NA,NA,212186,1000,lv,NA,lv,NA,10/10/24 08:53,NA,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.7,497
